context,synthetic_instruction,synthetic_instruction_score,synthetic_response,synthetic_response_score,instruction,response
"Hermes (, Hrms)  God of boundaries, travel, trade, communication, language, writing, cunning and thieves. Hermes was also responsible for protecting livestock and presided over the spheres associated with fertility, music, luck, and deception. The son of Zeus and Maia, Hermes is the messenger of the gods, and a psychopomp who leads the souls of the dead into the afterlife. He was depicted either as a handsome and athletic beardless youth, or as an older bearded man. His attributes include the herald's wand or caduceus, winged sandals, and a traveler's cap. His sacred animals include the tortoise. His Roman counterpart is Mercury.","What are the three primary spheres of responsibility that Hermes presided over, according to the context?",94.28571428571428,"According to the context, Hermes presided over the spheres of responsibility including fertility, music, and luck.",94.28571428571428,From the passage identify the domains in which Hermes is considered a God. Display the results in a comma separated format.,"boundaries, travel, trade, communication, language, writing, cunning,thieves"
"Foley first described the use of a self-retaining balloon catheter in 1929, to be used to achieve hemostasis after cystoscopic prostatectomy. He worked on development of this design for use as an indwelling urinary catheter, to provide continuous drainage of the bladder, in the 1930s. His design incorporated an inflatable balloon towards the tip of the tube which could be inflated inside the bladder to retain the catheter without external taping or strapping. He demonstrated this to the American Urologists Society in 1935, and published a paper describing it in 1937. While he was still developing his catheter, a patent was issued to Paul Raiche of the Davol Rubber Company of Providence, Rhode Island in 1936. Four months later, in October 1936, Foley applied for the patent, and was awarded this after appearing before the patent office Board of Appeals. Raiche appealed this decision in court, and it was overturned, returning the patent to Raiche. A further request for a hearing made by Foley was refused, and so the patent stayed with Raiche. https://en.wikipedia.org/wiki/Frederic_Foley",When was Foley's design of the self-retaining balloon catheter first demonstrated to the American Urologists Society?,94.28571428571428,1935,94.28571428571428,"According to this paragraph, did Frederic Foley hold the patent to the Foley catheter?","According to this paragraph, Frederic Foley applied for the patent but it was ultimately awarded to Paul Riache instead."
"With a worldwide box-office gross of over $2.9 billion, Avatar is proclaimed to be the ""highest-grossing"" film, but such claims usually refer to theatrical revenues only and do not take into account home video and television income, which can form a significant portion of a film's earnings. Once revenue from home entertainment is factored in it is not immediately clear which film is the most successful. Titanic earned $1.2 billion from video and DVD sales and rentals, in addition to the $2.2 billion it grossed in theatres. While complete sales data are not available for Avatar, it earned $345 million from the sale of sixteen million DVD and Blu-ray units in North America, and ultimately sold a total of thirty million DVD and Blu-ray units worldwide. After home video income is accounted for, both films have earned over $3 billion each. Television broadcast rights will also substantially add to a film's earnings, with a film often earning as much as 2025% of its theatrical box office for a couple of television runs on top of pay-per-view revenues; Titanic earned a further $55 million from the NBC and HBO broadcast rights, equating to about 9% of its North American gross.","What is the total home video income earned by Avatar, and how does it compare to the total home video income earned by Titanic?",92.14285714285714,"Avatar earned $345 million from the sale of sixteen million DVD and Blu-ray units in North America, and ultimately sold a total of thirty million DVD and Blu-ray units worldwide, resulting in a total home video income of $345 million + ($30,000,000 - 16,000,000) x (average price per unit) = $345 million + $14,000,000 x (average price per unit).",94.28571428571428,What is the highest-grossing film worldwide?,"Avatar is the highest-grossing film worldwide, grossing over $2.9B. It was written and directed by James Cameron, and was released in 2009."
"A church, church building or church house is a building used for Christian worship services and other Christian religious activities. The earliest identified Christian church is a house church founded between 233 and 256. From the 11th through the 14th centuries, there was a wave of church construction in Western Europe.  Sometimes, the word church is used by analogy for the buildings of other religions. Church is also used to describe the Christian religious community as a whole, or a body or an assembly of Christian believers around the world.",What is the time period during which there was a wave of church construction in Western Europe?,94.28571428571428,The time period during which there was a wave of church construction in Western Europe was from the 11th through the 14th centuries.,94.28571428571428,"From the given paragraph, write some points on Church.","1. A church, church building, or church house is a structure used for Christian religious activities such as worship ceremonies. 2. A home church that was established between 233 and 256 is the earliest known Christian congregation. 3. In Western Europe, there was a wave of church building from the 11th through the 14th centuries. 4. The word ""church"" is occasionally used as an analogy for the structures of other religions. 5. The word ""church"" is also used to refer to the global body of Christian believers as well as the Christian religious community as a whole."
"A season is a division of the year marked by changes in weather, ecology, and the amount of daylight. The growing season is that portion of the year in which local conditions (i.e. rainfall, temperature, daylight) permit normal plant growth. While each plant or crop has a specific growing season that depends on its genetic adaptation, growing seasons can generally be grouped into macro-environmental classes.","What are the main factors that determine a plant's growing season, according to the provided context?",94.28571428571428,"According to the context, the main factors that determine a plant's growing season are local conditions, which include rainfall, temperature, and daylight.",94.28571428571428,What is Growing Season?,"Season extension in agriculture is any method that allows a crop to be grown beyond its normal outdoor growing season and harvesting time frame, or the extra time thus achieved."
"Time travel is the concept of movement between certain points in time, analogous to movement between different points in space by an object or a person, typically with the use of a hypothetical device known as a time machine. Time travel is a widely recognized concept in philosophy and fiction, particularly science fiction. The idea of a time machine was popularized by H. G. Wells' 1895 novel The Time Machine.","What is the concept of time travel, as described in the provided context?",94.28571428571428,"Time travel is the concept of movement between certain points in time, analogous to movement between different points in space by an object or a person, typically with the use of a hypothetical device known as a time machine.",95.71428571428572,"Given this paragraph about time travel, how practical is it","Yes, time travel is indeed a real thing. But it's not quite what you've probably seen in the movies. Under certain conditions, it is possible to experience time passing at a different rate than 1 second per second. And there are important reasons why we need to understand this real-world form of time travel."
"Evelyn Quan Wang is a middle-aged Chinese American immigrant who runs a laundromat with her husband, Waymond; two decades earlier, they eloped to the United States and had a daughter, Joy. The laundromat is being audited by the Internal Revenue Service (IRS), Waymond is trying to serve Evelyn divorce papers in an attempt to get her attention so they can talk things out regarding their marriage, Evelyn's demanding father (referred to as Gong Gong, Cantonese for 'grandfather') is visiting for her Chinese New Year party, and Evelyn is reluctant to accept Joy's lesbian relationship with her non-Chinese girlfriend Becky (only introducing Becky to Gong Gong as Joy's ""very good friend"").",Who is trying to serve Evelyn divorce papers and what is their motivation?,94.28571428571428,Waymond is trying to serve Evelyn divorce papers. His motivation is to get her attention so they can talk things out regarding their marriage.,94.28571428571428,"Who is Evelyn Quan Wang in the move ""Everything Everywhere All at Once""?","Evelyn Quan Wang is a middle-aged Chinese American immigrant who runs a laundromat with her husband, Waymond."
"Designed to supplement Disneyland in Anaheim, California, which had opened in 1955, the complex was developed by Walt Disney in the 1960s. ""The Florida Project"", as it was known, was intended to present a distinct vision with its own diverse set of attractions. Walt Disney's original plans also called for the inclusion of an ""Experimental Prototype Community of Tomorrow"" (EPCOT), a planned community intended to serve as a testbed for new city-living innovations. Walt Disney died on December 15, 1966, during the initial planning of the complex. After his death, the company wrestled with the idea of whether to bring the Disney World project to fruition; however, Walt's older brother, Roy O. Disney, came out of retirement to make sure Walt's biggest dream was realized. Construction started in 1967, with the company instead building a resort similar to Disneyland, abandoning the experimental concepts for a planned community. The Magic Kingdom was the first theme park to open in the complex, in 1971, followed by Epcot (1982), Disney's Hollywood Studios (1989), and Disney's Animal Kingdom (1998). It was Roy who insisted the name of the entire complex be changed from Disney World to Walt Disney World, ensuring that people would remember that the project was Walt's dream.","What was the original plan for the ""Experimental Prototype Community of Tomorrow"" (EPCOT) in Walt Disney World, and how did it change after Walt Disney's death?",94.28571428571428,"Walt Disney's original plan for the ""Experimental Prototype Community of Tomorrow"" (EPCOT) was to create a planned community intended to serve as a testbed for new city-living innovations.",92.14285714285714,"Given this paragraph, which was built first Disneyland or Disney World?","According to this text, Disneyland was built first in 1955, with Disney World construction starting later in 1967 and first opening in 1971."
"The 95th Academy Awards was a ceremony held by the Academy of Motion Picture Arts and Sciences (AMPAS) on March 12, 2023, at the Dolby Theatre in Los Angeles. It honored films released in 2022.  The event was televised in the U.S. by ABC and was produced by Ricky Kirshner and Glenn Weiss. Weiss was also the director. Comedian and late-night talk show host Jimmy Kimmel hosted the show for the third time, after emceeing the 89th and 90th editions of the ceremony in 2017 and 2018, respectively.  Everything Everywhere All at Once led the ceremony with eleven nominations and seven wins, including Best Picture, Best Director and Best Original Screenplay for Daniel Kwan and Daniel Scheinert, and three of the four acting awards. Other winners included All Quiet on the Western Front with four awards, The Whale with two, and Avatar: The Way of Water, Black Panther: Wakanda Forever, Guillermo del Toro's Pinocchio, Navalny, RRR, Top Gun: Maverick, and Women Talking each with one. Short film winners included The Boy, the Mole, the Fox and the Horse, The Elephant Whisperers, and An Irish Goodbye.","What films won the most awards at the 95th Academy Awards, and how many awards did each of these films win?",95.71428571428572,"Everything Everywhere All at Once won the most awards with seven, including Best Picture, Best Director, and Best Original Screenplay. All Quiet on the Western Front was the second most awarded film with four awards.",94.28571428571428,Which movie won the Best Picture award at 95th Academy Awards?,"Everything Everywhere All at Once won the award for Best Picture at the 95th Academy Awards. Additionally, this movie also won Best Director and Best Original Screenplay for Daniel Kwan and Daniel Scheinert, and three of the four acting awards."
"Sam F.S. Chin (Chin Fan Siong, , born August 1, 1954) is the Grandmaster and Gatekeeper of the martial art called I Liq Chuan, and also known as ""the Martial Art of Awareness"". Chin developed the grading system for this system.  Chin was trained since childhood by his father, Chin Lik Keong, founder of I Liq Chuan, and in 1978, he won the state heavy weight kickboxing championships of Selangor (Malaysia). In August 2009 Chin was officially named the Gate Keeper and Lineage Holder of the I Liq Chuan. He is also the founder and President of Chin Family I Liq Chuan Association that supports the martial art's growth.  Chin has taught workshops worldwide , written two books on his family's martial art, co-authored articles, and produced a series of DVDs. Chin was interviewed by Jess O'Brien for his 2007 book ""Nei Jia Quan: Internal Martial Arts"".  In August 2009, Chin was also recognized by the USA Wushu Kung-Fu Federation as a Hall of Fame Outstanding Master. In 2014, he was written about by Ashe Higgs in Kung Fu Tai Chi Magazine ""Finding the Center: I Liq Chuans Three Essential Qualities for Offense and Defense as One"". Chin was also the subject of the 2016 CCTV Documentary ""Kung Fu Abroad: I Liq Chuan "".  On November 15, 2017 Sam Chin became an honorary professor at the University of Plovdiv, Bulgaria in recognition of his lifetime of achievement in spreading I Liq Chuan.","What are the two books written by Sam Chin on his family's martial art, I Liq Chuan?",94.28571428571428,"Sam Chin has written two books on his family's martial art, I Liq Chuan.",95.71428571428572,What is I Liq Chuan?,"I Liq Chuan is a style of martial art founded by Chin Lik Keong from Malaysia that is also known as the ""Martial Art of Awareness""."
"Schools and universities typically have a summer break to take advantage of the warmer weather and longer days. In almost all countries, children are out of school during this time of year for summer break, although dates vary. Many families will take holidays for a week or two over summer, particularly in Southern Hemisphere Western countries with statutory Christmas and New Year holidays. In the United States, public schools usually end in late May in Memorial Day weekend, while colleges finish in early May. Public school traditionally resumes near Labor Day, while higher institutions often resume in mid-August. In England and Wales, school ends in mid-July and resumes again in early September. In Scotland, the summer holiday begins in late June and ends in mid-to late-August. Similarly, in Canada the summer holiday starts on the last or second-last Friday in June and ends in late August or on the first Tuesday of September, with the exception of when that date falls before Labour Day, in which case, ends on the second Tuesday of the month. In Russia the summer holiday begins at the end of May and ends on 31 August. In the Southern Hemisphere, school summer holiday dates include the major holidays of Christmas and New Year's Day. School summer holidays in Australia, New Zealand and South Africa begin in early December and end in early February, with dates varying between states. In South Africa, the new school year usually starts during the second week of January, thus aligning the academic year with the Calendar year. In India, school ends in late April and resumes in early or mid-June. In Cameroon and Nigeria, schools usually finish for summer vacation in mid-July and resume in the later weeks of September or the first week of October.",What are the typical start and end dates of the summer holiday in Russia?,94.28571428571428,The summer holiday in Russia typically begins at the end of May and ends on August 31.,88.57142857142857,When do schools close and reopen from summer holidays in India?,"In India, school ends in late April and resumes in early or mid-June."
"HDFC Bank Limited (also known as HDB) is an Indian banking and financial services company headquartered in Mumbai. It is India's largest private sector bank by assets and world's 10th largest bank by market capitalisation as of April 2021. It is the third largest company by market capitalisation of $127.16 billion on the Indian stock exchanges. It is also the fifteenth largest employer in India with nearly 150,000 employees. HDFC Bank was incorporated in 1994 as a subsidiary of the Housing Development Finance Corporation, with its registered office in Mumbai, Maharashtra, India. Its first corporate office and a full-service branch at Sandoz House, Worli were inaugurated by the then Union Finance Minister, Manmohan Singh. As of 30 June 2022, the bank's distribution network was at 6,378 branches across 3,203 cities. It has installed 430,000 POS terminals and issued 23,570,000 debit cards and 12 million credit cards in FY 2017. It has a base of 1,52,511 permanent employees as of 30 June 2022. HDFC Bank provides a number of products and services including wholesale banking, retail banking, treasury, auto loans, two-wheeler loans, personal loans, loans against property, consumer durable loan, lifestyle loan and credit cards. Along with this various digital products are Payzapp and SmartBUY.","As of 30 June 2022, how many branches does HDFC Bank have across how many cities?",94.28571428571428,"As of 30 June 2022, HDFC Bank has 6,378 branches across 3,203 cities.",95.71428571428572,From the passage identify the various products and services which are provided by HDFC Bank including the digital products. Display the results in comma separated format.,"wholesale banking, retail banking, treasury, auto loans, two-wheeler loans, personal loans, loans against property, consumer durable loan, lifestyle loan , credit cards, Payzapp, SmartBUY"
"Kostas Georgakis (Greek:  ) (23 August 1948  19 September 1970) was a Greek student of geology, who in the early hours of 19 September 1970, set himself ablaze in Matteotti square in Genoa in a fatal protest against the dictatorial regime of Georgios Papadopoulos.  Early life Georgakis grew up in Corfu in a family of five. His father was a self-employed tailor of modest means. Both his father and grandfather distinguished themselves in the major wars that Greece fought in the 20th century. He attended the second lyceum in Corfu where he excelled in his studies. In August 1967, a few months after the 21 April coup in Greece, Georgakis went to Italy to study as a geologist in Genoa. He received 5,000 drachmas per month from his father and this, according to friends' testimony, made him feel guilty for the financial burden his family endured so that he could attend a university. In Italy he met Rosanna, an Italian girl of the same age and they got engaged. In 1968 Georgakis became a member of the Center Union party of Georgios Papandreou.",What was the amount of money Georgakis received each month from his father to support his studies in Italy?,94.28571428571428,"Georgakis received 5,000 drachmas per month from his father to support his studies in Italy.",95.71428571428572,"Given a reference text about Kostas Georgakis, when did he go to Italy and what did he do there?","Kostas Georgakis went to Genoa, Italy in 1967 to study geology."
"In the United States, a 401(k) plan is an employer-sponsored, defined-contribution, personal pension (savings) account, as defined in subsection 401(k) of the U.S. Internal Revenue Code. Periodical employee contributions come directly out of their paychecks, and may be matched by the employer. This legal option is what makes 401(k) plans attractive to employees, and many employers offer this option to their (full-time) workers.  There are two types: traditional and Roth 401(k). For Roth accounts, contributions and withdrawals have no impact on income tax. For traditional accounts, contributions may be deducted from taxable income and withdrawals are added to taxable income. There are limits to contributions, rules governing withdrawals and possible penalties.  The benefit of the Roth account is from tax-free capital gains. The net benefit of the traditional account is the sum of (1) a possible bonus (or penalty) from withdrawals at tax rates lower (or higher) than at contribution, and (2) the impact on qualification for other income-tested programs from contributions and withdrawals reducing and adding to taxable income, minus the consequences of capital gains being taxed at regular income rates.","What are the two types of 401(k) plans mentioned in the context, and how do they differ in terms of contributions and withdrawals?",94.28571428571428,"The two types of 401(k) plans mentioned are traditional and Roth 401(k). For Roth accounts, contributions and withdrawals have no impact on income tax. For traditional accounts, contributions may be deducted from taxable income and withdrawals are added to taxable income.",94.28571428571428,What is a Roth 401(k)?,"Roth 401(k) is a type of 401(k) where accounts, contributions, and withdrawals have no impact on income tax. The benefit of the Roth account is that the capital gains are tax-free.  In the United States, a 401(k) plan is an employer-sponsored, defined-contribution, personal pension (savings) account, as defined in subsection 401(k) of the U.S. Internal Revenue Code. Periodical employee contributions come directly out of their paychecks and may be matched by the employer."
"Gone West (March 10, 1984  September 7, 2009) was an American Thoroughbred racehorse. Bred by William O. Reed, he was a son of the influential sire Mr. Prospector. His dam, Secrettame, was a daughter of 1973 U.S. Triple Crown winner Secretariat.  Purchased by Alice du Pont Mills and raced under her Hickory Tree Stable banner, Gone West was conditioned for racing by U.S. Racing Hall of Fame trainer Woody Stephens.","What was the name of Gone West's sire and dam, and who bred him?",94.28571428571428,"Gone West's sire was Mr. Prospector, and his dam was Secrettame. He was bred by William O. Reed.",88.57142857142857,Who bred the famous Gone West racehorse?,"Gone West was bread by William O. Reed, the son of the influential sire Mr. Prospector."
"Ihor Lapin (born 28 May 1969 in Ivanychi) is a Ukrainian lawyer and politician who is a former (2014-2019) Member of the Parliament of Ukraine.  During the War in Donbass (eastern Ukraine) he was commander of the 2nd assault squadron ""West"" of the 24th Battalion of Territorial Defense ""Aidar"" of the Armed Forces of Ukraine, formed mainly from volunteers from Volyn Region.  In the Russian-Ukrainian war, he was the commander of the Special Forces Battalion of the First Separate Special Forces Brigade, named after Ivan Bohun.  Before the war, he worked as a lawyer, and was a member of the Bar Qualification-Disciplinary Commission of Volyn Region.","What was Ihor Lapin's occupation before the war, and what was he a member of in Volyn Region?",94.28571428571428,"Ihor Lapin worked as a lawyer before the war, and was a member of the Bar Qualification-Disciplinary Commission of Volyn Region.",95.71428571428572,"Given a reference text about Ihor Lapin, tell me what he did before the war.","Before the war, Ihor Lapin was a lawyer and a member of the Bar Qualification-Disciplinary Commission."
"The Last of Us is an action-adventure game played from a third-person perspective. The player traverses post-apocalyptic environments such as towns, buildings, forests, and sewers to advance the story. The player can use firearms, improvised weapons, hand-to-hand combat, and stealth to defend against hostile humans and cannibalistic creatures infected by a mutated strain of the Cordyceps fungus. For most of the game, the player takes control of Joel, a man tasked with escorting a young girl, Ellie, across the United States. The player also controls Ellie throughout the game's winter segment and briefly controls Joel's daughter, Sarah, in the opening sequence.",What types of environments can the player traverse in The Last of Us?,94.28571428571428,"The player can traverse post-apocalyptic environments such as towns, buildings, forests, and sewers in The Last of Us.",95.71428571428572,Extract and list the names of characters a player can control in The Last of Us mentioned in the paragraph. Also describe relationships between those characters.,"In the Last of Us, a player can control Joel, Ellie (who is being escorted by Joen acress the United States), and Sarah (who is Joel's daughter)."
"Magnesium is a chemical element with the symbol Mg and atomic number 12. It is a shiny gray metal having a low density, low melting point and high chemical reactivity. Like the other alkaline earth metals (group 2 of the periodic table) it occurs naturally only in combination with other elements and it almost always has an oxidation state of +2. It reacts readily with air to form a thin passivation coating of magnesium oxide that inhibits further corrosion of the metal. The free metal burns with a brilliant-white light. The metal is obtained mainly by electrolysis of magnesium salts obtained from brine. It is less dense than aluminium and is used primarily as a component in strong and lightweight alloys that contain aluminium.",What are the physical properties of magnesium that make it suitable for use in alloys with aluminum?,94.28571428571428,Magnesium's physical properties that make it suitable for use in alloys with aluminum include its low density and low melting point.,94.28571428571428,"Given this paragraph about magnesium, what is the atomic number of magnesium?",The atomic number of magnesium is 12.
"Academic literature uses the abstract to succinctly communicate complex research. An abstract may act as a stand-alone entity instead of a full paper. As such, an abstract is used by many organizations as the basis for selecting research that is proposed for presentation in the form of a poster, platform/oral presentation or workshop presentation at an academic conference. Most bibliographic databases only index abstracts rather than providing the entire text of the paper. Full texts of scientific papers must often be purchased because of copyright and/or publisher fees and therefore the abstract is a significant selling point for the reprint or electronic form of the full text. The abstract can convey the main results and conclusions of a scientific article but the full text article must be consulted for details of the methodology, the full experimental results, and a critical discussion of the interpretations and conclusions. An abstract allows one to sift through copious numbers of papers for ones in which the researcher can have more confidence that they will be relevant to their research. Once papers are chosen based on the abstract, they must be read carefully to be evaluated for relevance. It is generally agreed that one must not base reference citations on the abstract alone, but the content of an entire paper.","What are the main purposes of an abstract in academic literature, according to the provided context?",92.14285714285714,"An abstract in academic literature serves two main purposes. Firstly, it allows researchers to quickly identify relevant papers by conveying the main results and conclusions of a scientific article, enabling them to sift through a large number of papers with confidence. Secondly, an abstract acts as a significant selling point for the reprint or electronic form of the full text, as most bibliographic databases only index abstracts rather than providing the entire text of the paper.",94.28571428571428,Give me a summary of why an abstract is useful in academic literature?,"An abstract is useful in academic research because it conveys the complex research in a concise way by acting as a stand-alone summary. Therefore, it is usually used by many organizations as a base for selecting research. Moreover, abstracts are usually provided free of charge by many bibliographic databases which makes the research works more accessible. In addition, researchers can understand if the work is relevant to their research just by reading the abstract."
"The first video game consoles were produced in the early 1970s. Ralph H. Baer devised the concept of playing simple, spot-based games on a television screen in 1966, which later became the basis of the Magnavox Odyssey in 1972. Inspired by the table tennis game on the Odyssey, Nolan Bushnell, Ted Dabney, and Allan Alcorn at Atari, Inc. developed the first successful arcade game, Pong, and looked to develop that into a home version, which was released in 1975. The first consoles were capable of playing only a very limited number of games built into the hardware. Programmable consoles using swappable ROM cartridges were introduced with the Fairchild Channel F in 1976, though popularized with the Atari 2600 released in 1977.","What was the name of the first successful arcade game developed by Atari, Inc., and when was its home version released?",94.28571428571428,"The first successful arcade game developed by Atari, Inc. was Pong, and its home version was released in 1975.",95.71428571428572,"From the passage provided, when was the home version of Pong released?",The home version of Pong was released in 1975.
"Naruto was serialized in Shueisha's shnen manga magazine Weekly Shnen Jump from 1999 to 2014, with its chapters collected in 72 tankbon volumes. The manga was adapted into an anime television series produced by Pierrot and Aniplex, which broadcast 220 episodes from 2002 to 2007; the English dub of the series aired on Cartoon Network and YTV from 2005 to 2009. Naruto: Shippuden, a sequel to the original series, premiered in 2007, and ended in 2017, after 500 episodes. The English dub was broadcast on Disney XD from 2009 to 2011, airing the first 98 episodes, and then switched over to Adult Swim's Toonami programming block in January 2014, starting over from the first episode. The English dub is still airing weekly on Adult Swim to this day. Viz Media began streaming the anime series on their streaming service Neon Alley in December 2012 on 99 episodes, and ended in March 2016, after 338 episodes. Besides the anime series, Pierrot has developed eleven movies and twelve original video animations (OVAs). Other Naruto-related merchandise includes light novels, video games, and trading cards developed by several companies.","What are the total number of episodes in the Naruto and Naruto: Shippuden anime series, including both the original series and its sequel?",94.28571428571428,"The total number of episodes in the Naruto and Naruto: Shippuden anime series is 720 episodes. This includes the original Naruto series with 220 episodes and its sequel, Naruto: Shippuden, with 500 episodes.",95.71428571428572,"From the passage provided, extract the number of Naruto: Shippuden episodes.",There are 500 episodes of Naruto: Shippuden.
Professor Tatyana Grigorievna Nazarenko is one of the leading Russian contemporary painters who has set new directions in Russian Art and Painting starting from the 1970s. She was born in Moscow where she still lives and works.,Where was Professor Tatyana Grigorievna Nazarenko born and where does she still live and work?,94.28571428571428,Professor Tatyana Grigorievna Nazarenko was born in Moscow and still lives and works there.,88.57142857142857,Does Grigorievna Nazarenko live in Moscow?,"Yes, she lives in Moscow"
"The Atlanta Falcons are a professional American football team based in Atlanta. The Falcons compete in the National Football League (NFL) as a member club of the league's National Football Conference (NFC) South division. The Falcons were founded on June 30, 1965, and joined the NFL in 1966 as an expansion team, after the NFL offered then-owner Rankin Smith a franchise to keep him from joining the rival American Football League (AFL).  In their 55 years of existence, the Falcons have compiled a record of 3794876 (3694736 in the regular season and 1014 in the playoffs), winning division championships in 1980, 1998, 2004, 2010, 2012, and 2016. The Falcons have appeared in two Super Bowls, the first during the 1998 season in Super Bowl XXXIII, where they lost to the Denver Broncos 3419, and the second 18 years later, a 3428 overtime loss to the New England Patriots in Super Bowl LI.  The Falcons' current home field is Mercedes-Benz Stadium, which opened for the 2017 season; the team's headquarters and practice facilities are located at a 50-acre (20 ha) site in Flowery Branch, northeast of Atlanta in Hall County.",What is the total number of division championships won by the Atlanta Falcons in their 55-year history?,95.71428571428572,The Atlanta Falcons have won six division championships in their 55-year history.,95.71428571428572,"Given a reference text about the Falcons, how many Super Bowls have they won in their history?","Although the falcons have been to two Super Bowl games in their history, they have not won a Super Bowl yet."
"Einstein was born in the German Empire, but moved to Switzerland in 1895, forsaking his German citizenship (as a subject of the Kingdom of Wrttemberg)[note 1] the following year. In 1897, at the age of 17, he enrolled in the mathematics and physics teaching diploma program at the Swiss Federal polytechnic school in Zrich, graduating in 1900. In 1901, he acquired Swiss citizenship, which he kept for the rest of his life, and in 1903 he secured a permanent position at the Swiss Patent Office in Bern. In 1905, he was awarded a PhD by the University of Zurich. In 1914, Einstein moved to Berlin in order to join the Prussian Academy of Sciences and the Humboldt University of Berlin. In 1917, Einstein became director of the Kaiser Wilhelm Institute for Physics; he also became a German citizen again, this time Prussian.  In 1933, while Einstein was visiting the United States, Adolf Hitler came to power in Germany. Einstein, as a Jew, objected to the policies of the newly elected Nazi government; he settled in the United States and became an American citizen in 1940. On the eve of World War II, he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research. Einstein supported the Allies but generally denounced the idea of nuclear weapons.",What year did Einstein acquire Swiss citizenship and what was his age at that time?,94.28571428571428,"Einstein acquired Swiss citizenship in 1901, at the age of 17.",95.71428571428572,Extract the key dates and events in the life of Albert Einstein in a bulleted list in the format {date} - {event},1895 - Moved to Switzerland 1897 - Enrolled in the mathematics and physics teaching diploma program at the Swiss Federal polytechnic school in Zrich 1900 - Graduated from the mathematics and physics teaching diploma program at the Swiss Federal polytechnic school 1901 - Became a Swiss citizen 1903 - Started a permanent position at the Swiss Patent Office in Bern 1905 - Awarded a PhD by the University of Zurich 1914 - Moved to Berlin to join the Prussian Academy of Sciences and the Humboldt University of Berlin 1917 - Became the director of the Kaiser Wilhelm Institute for Physics 1917 - Became a German citizen again 1933 - Settled in the United States 1940 - Became an American citizen
"Utility ratemaking is the formal regulatory process in the United States by which public utilities set the prices (more commonly known as ""rates"") they will charge consumers. Ratemaking, typically carried out through ""rate cases"" before a public utilities commission, serves as one of the primary instruments of government regulation of public utilities.",What is the primary instrument of government regulation of public utilities in the United States?,94.28571428571428,"Ratemaking, specifically the formal regulatory process of utility ratemaking, serves as the primary instrument of government regulation of public utilities in the United States.",95.71428571428572,What is the process by which utilities rates are set in the US,"The price of a utility's products and services will affect its consumption. As with most demand curves, a price increase decreases demand. Through a concept known as rate design or rate structure, regulators set the prices (known as ""rates"" in the case of utilities) and thereby affect the consumption. With declining block rates, the per-unit price of utility consumption decreases as the energy consumption increases. Typically a declining block rate is offered only to very large consumers. If conservation is the goal, regulators can promote conservation by letting prices rise. A third possible rate design is a flat rate which charges the same price for all consumption."
"Currently, out of the 6,639,824 articles on Wikipedia, 37,625 are categorized as good articles (about 1 in 177), most of which are listed below. An additional 6,245 are listed as featured articles (about 1 in 1,070) and 4,089 as featured lists (about 1 in 1,630). Because articles are only included in one category, a good article that has been promoted to featured status is removed from the good articles category. Adding good and featured articles and lists together gives a total of 47,959 articles (about 1 in 139). A small plus sign inside a circle (This symbol designates good articles on Wikipedia.) in the top-right corner of an article's page indicates that the article is good",What is the approximate ratio of good articles to all articles on Wikipedia?,91.42857142857144,About 1 in 177.,94.28571428571428,"From the passage provided about sports articles, extract total number of articles categorized as good and calculate the percentage of good articles",37625 articles are categorized as good and percentage of good articles is approximately 0.57
"Later, at the Bridge of Death, the Bridgekeeper asks Arthur his third question. ""What is the airspeed velocity of an unladen swallow?"" When Arthur asks the old man whether he means an African or European swallow, the Bridgekeeper is unable to answer, and is thus launched into The Gorge of Eternal Peril. When Sir Bedevere asks how Arthur knows so much about swallows, he replies, ""You have to know these things when you're king.""",What does Arthur say to Sir Bedevere when asked how he knows so much about swallows?,95.71428571428572,"""You have to know these things when you're king.""",95.71428571428572,what's the average airspeed velocity of an unladen swallow,"This is a popular line from a Monte Pyton film, Monty Python and the Holy Grail, where the correct answer to the answer is yet another question ""African or European"", which tricks the Bridgekeeper into a wrong answer of ""I don't know that""."
